9407;142;354;
9239;156;649;
9256;135;685;
9204;158;718;
9239;147;814;
37229;992;931;
37145;1013;1278;
37265;1003;1458;
37021;1002;1375;
37262;996;1062;
84547;3043;1988;
85209;2845;1816;
84978;3074;1483;
84804;3171;1663;
84041;2948;1944;
