14732;5520;254;
14848;5611;257;
14856;5350;253;
14847;5534;252;
14898;5529;250;
67822;21823;538;
68422;21765;551;
68367;21967;552;
69695;22315;543;
68646;22489;549;
170095;53089;883;
169594;53300;849;
168424;52439;919;
170805;51779;956;
174210;52977;931;
