16084;10893;442;
16213;10940;565;
16368;10847;526;
16227;10909;653;
16108;10923;588;
64786;43537;824;
64671;43599;787;
65037;43633;972;
65068;43804;952;
65596;43590;810;
147223;97583;1113;
143504;97962;1117;
143640;97876;1033;
144216;97962;1167;
144594;97777;1064;
